time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-17 00:00:00+00:00,129,15,1335,260
2023-01-18 00:00:00+00:00,246,16,3029,672
2023-01-19 00:00:00+00:00,390,27,3234,738
2023-01-20 00:00:00+00:00,453,25,2775,554
2023-01-21 00:00:00+00:00,29,9,624,182
2023-01-22 00:00:00+00:00,30,11,860,188
2023-01-23 00:00:00+00:00,173,11,2395,659
2023-01-24 00:00:00+00:00,694,22,3344,676
2023-01-25 00:00:00+00:00,606,18,3778,635
2023-01-26 00:00:00+00:00,187,13,2510,579
2023-01-27 00:00:00+00:00,312,16,2521,562
2023-01-28 00:00:00+00:00,38,8,763,190
2023-01-29 00:00:00+00:00,28,11,660,166
2023-01-30 00:00:00+00:00,384,23,2890,673
2023-01-31 00:00:00+00:00,85,7,1517,358
