time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-15 00:00:00+00:00,273,8,740,166
2024-11-16 00:00:00+00:00,88,5,511,157
2024-11-17 00:00:00+00:00,50,4,763,145
2024-11-18 00:00:00+00:00,983,12,2960,609
2024-11-19 00:00:00+00:00,981,12,2999,610
2024-11-20 00:00:00+00:00,1002,11,3207,602
2024-11-21 00:00:00+00:00,448,16,2449,577
2024-11-22 00:00:00+00:00,127,10,1923,481
2024-11-23 00:00:00+00:00,8,7,531,120
2024-11-24 00:00:00+00:00,84,5,510,136
2024-11-25 00:00:00+00:00,308,8,2951,599
2024-11-26 00:00:00+00:00,351,9,2657,561
2024-11-27 00:00:00+00:00,232,5,2186,527
2024-11-28 00:00:00+00:00,120,6,1578,452
2024-11-29 00:00:00+00:00,137,5,1254,248
