time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-02 00:00:00+00:00,1025,101,2181,412
2026-04-03 00:00:00+00:00,318,93,1350,424
2026-04-04 00:00:00+00:00,208,31,533,171
2026-04-05 00:00:00+00:00,61,40,450,153
2026-04-06 00:00:00+00:00,923,101,1713,342
2026-04-07 00:00:00+00:00,1400,110,2579,596
2026-04-08 00:00:00+00:00,1100,135,2714,683
2026-04-09 00:00:00+00:00,421,86,2034,500
2026-04-10 00:00:00+00:00,949,98,2154,502
2026-04-11 00:00:00+00:00,571,86,835,260
2026-04-12 00:00:00+00:00,9029,130,569,195
2026-04-13 00:00:00+00:00,955,114,1566,451
2026-04-14 00:00:00+00:00,1526,193,1998,488
2026-04-15 00:00:00+00:00,490,93,1683,429
