referrer,views_total,views_unique
github.com,2812,434
Google,1942,838
carbondesignsystem.com,1904,690
react.carbondesignsystem.com,1291,361
web-components.carbondesignsystem.com,259,33
devadula-nandan.github.io,146,1
iconsear.ch,139,67
statics.teams.cdn.office.net,117,43
ibm.com,111,41
chatgpt.com,104,23
