url_path,views_total,views_unique
/carbon-design-system/carbon,2391,1411
/carbon-design-system/carbon/pulls,1222,103
/carbon-design-system/carbon/issues,1139,270
/carbon-design-system/carbon/tree/main/packages/react,1015,702
/carbon-design-system/carbon/tree/main/packages,378,242
/carbon-design-system/carbon/tree/main/packages/web-components,348,238
/carbon-design-system/carbon/tree/main/packages/icons,252,182
/carbon-design-system/carbon/releases,198,90
/carbon-design-system/carbon/tree/main/packages/react/src/components,193,139
/carbon-design-system/carbon/tree/main,193,131
