url_path,views_total,views_unique
/carbon-design-system/carbon,2103,1160
/carbon-design-system/carbon/tree/main/packages/react,922,575
/carbon-design-system/carbon/pulls,914,100
/carbon-design-system/carbon/issues,614,213
/carbon-design-system/carbon/tree/main/packages,362,208
/carbon-design-system/carbon/tree/main/packages/web-components,344,231
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,332,147
/carbon-design-system/carbon/tree/main/packages/icons,290,204
/carbon-design-system/carbon/tree/main/packages/react/src/components,211,125
/carbon-design-system/carbon/tree/main,175,131
