referrer,views_total,views_unique
Google,6186,2385
carbondesignsystem.com,4001,1050
github.com,2335,279
react.carbondesignsystem.com,1182,322
ibm.com,431,82
next.carbondesignsystem.com,277,42
v7-react.carbondesignsystem.com,223,20
npmjs.com,185,33
v10.carbondesignsystem.com,168,52
DuckDuckGo,162,19
