time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-13 00:00:00+00:00,672,79,785,191
2025-10-14 00:00:00+00:00,579,112,2242,492
2025-10-15 00:00:00+00:00,785,108,2465,532
2025-10-16 00:00:00+00:00,750,106,2415,511
2025-10-17 00:00:00+00:00,1462,233,2210,535
2025-10-18 00:00:00+00:00,229,129,433,191
2025-10-19 00:00:00+00:00,95,41,1807,196
2025-10-20 00:00:00+00:00,759,87,1975,452
2025-10-21 00:00:00+00:00,532,108,2573,661
2025-10-22 00:00:00+00:00,1369,178,3172,695
2025-10-23 00:00:00+00:00,1775,153,3261,599
2025-10-24 00:00:00+00:00,2006,126,2003,501
2025-10-25 00:00:00+00:00,277,67,1117,304
2025-10-26 00:00:00+00:00,163,54,916,247
2025-10-27 00:00:00+00:00,735,39,1267,319
