url_path,views_total,views_unique
/carbon-design-system/carbon,2087,1331
/carbon-design-system/carbon/issues,630,190
/carbon-design-system/carbon/pulls,492,67
/carbon-design-system/carbon/tree/main/packages/react,468,373
/carbon-design-system/carbon/commits,268,64
/carbon-design-system/carbon/tree/main/packages,259,150
/carbon-design-system/carbon/tree/main/packages/web-components,198,157
/carbon-design-system/carbon/tree/main/packages/icons,167,136
/carbon-design-system/carbon/releases,128,60
/carbon-design-system/carbon/tree/main,98,70
