url_path,views_total,views_unique
/carbon-design-system/carbon,2012,1196
/carbon-design-system/carbon/tree/main/packages/react,1080,697
/carbon-design-system/carbon/pulls,839,67
/carbon-design-system/carbon/issues,540,197
/carbon-design-system/carbon/tree/main/packages,482,270
/carbon-design-system/carbon/tree/main/packages/web-components,355,228
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,330,137
/carbon-design-system/carbon/tree/main/packages/icons,299,180
/carbon-design-system/carbon/tree/main/packages/react/src/components,277,155
/carbon-design-system/carbon/tree/main/packages/react/src,218,140
