time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-05 00:00:00+00:00,915,136,1395,373
2026-06-06 00:00:00+00:00,426,75,496,145
2026-06-07 00:00:00+00:00,370,92,485,160
2026-06-08 00:00:00+00:00,1814,374,1924,423
2026-06-09 00:00:00+00:00,2412,174,1361,373
2026-06-10 00:00:00+00:00,1049,139,1242,324
2026-06-11 00:00:00+00:00,1283,193,1121,359
2026-06-12 00:00:00+00:00,1034,141,1967,675
2026-06-13 00:00:00+00:00,495,121,1005,543
2026-06-14 00:00:00+00:00,5278,125,572,222
2026-06-15 00:00:00+00:00,1361,195,1359,414
2026-06-16 00:00:00+00:00,1747,258,1069,269
2026-06-17 00:00:00+00:00,1745,248,1692,426
2026-06-18 00:00:00+00:00,560,128,1212,402
