url_path,views_total,views_unique
/carbon-design-system/carbon,2250,1267
/carbon-design-system/carbon/pulls,1206,96
/carbon-design-system/carbon/issues,1117,257
/carbon-design-system/carbon/tree/main/packages/react,951,649
/carbon-design-system/carbon/tree/main/packages,370,196
/carbon-design-system/carbon/tree/main/packages/icons,335,224
/carbon-design-system/carbon/tree/main/packages/web-components,297,205
/carbon-design-system/carbon/tree/main/packages/react/src/components,222,102
/carbon-design-system/carbon/releases,205,123
/carbon-design-system/carbon/tree/main,187,119
