referrer,views_total,views_unique
github.com,2938,657
carbondesignsystem.com,2076,690
Google,1739,731
react.carbondesignsystem.com,1003,328
ibm.com,178,32
devadula-nandan.github.io,149,2
web-components.carbondesignsystem.com,146,26
statics.teams.cdn.office.net,130,38
iconsear.ch,120,57
npmjs.com,88,10
