referrer,views_total,views_unique
Google,3181,1197
react.carbondesignsystem.com,2641,589
carbondesignsystem.com,2460,796
github.com,1518,218
web-components.carbondesignsystem.com,204,56
chatgpt.com,200,52
ibm.com,191,56
github.ibm.com,157,60
Bing,136,36
statics.teams.cdn.office.net,125,45
