url_path,views_total,views_unique
/carbon-design-system/carbon,2932,1869
/carbon-design-system/carbon/tree/main/packages/react,1253,795
/carbon-design-system/carbon/issues,1071,256
/carbon-design-system/carbon/pulls,1036,93
/carbon-design-system/carbon/tree/main/packages,450,288
/carbon-design-system/carbon/tree/main/packages/web-components,359,279
/carbon-design-system/carbon/tree/main/packages/icons,347,232
/carbon-design-system/carbon/tree/main/packages/react/src/components,229,152
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,185,119
/carbon-design-system/carbon/tree/main/packages/react/src,174,132
