url_path,views_total,views_unique
/carbon-design-system/carbon,2019,1171
/carbon-design-system/carbon/tree/main/packages/react,1124,687
/carbon-design-system/carbon/pulls,666,71
/carbon-design-system/carbon/issues,477,208
/carbon-design-system/carbon/tree/main/packages,461,239
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,382,144
/carbon-design-system/carbon/commits,364,4
/carbon-design-system/carbon/tree/main/packages/web-components,357,246
/carbon-design-system/carbon/tree/main/packages/icons,305,202
/carbon-design-system/carbon/tree/main/packages/react/src/components,246,143
