url_path,views_total,views_unique
/carbon-design-system/carbon,1961,1212
/carbon-design-system/carbon/pulls,895,83
/carbon-design-system/carbon/issues,666,194
/carbon-design-system/carbon/tree/main/packages/react,466,359
/carbon-design-system/carbon/tree/main/packages,202,128
/carbon-design-system/carbon/releases,179,58
/carbon-design-system/carbon/tree/main/packages/web-components,172,135
/carbon-design-system/carbon/commits,145,26
/carbon-design-system/carbon/tree/main/packages/icons,139,108
/carbon-design-system/carbon/tree/main,97,76
