url_path,views_total,views_unique
/carbon-design-system/carbon,2522,1441
/carbon-design-system/carbon/tree/main/packages/react,1490,913
/carbon-design-system/carbon/issues,1392,319
/carbon-design-system/carbon/pulls,1003,107
/carbon-design-system/carbon/tree/main/packages,482,283
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,424,204
/carbon-design-system/carbon/tree/main/packages/web-components,418,295
/carbon-design-system/carbon/tree/main/packages/icons,398,275
/carbon-design-system/carbon/tree/main/packages/react/src/components,259,172
/carbon-design-system/carbon/releases,243,99
