referrer,views_total,views_unique
Google,3491,1389
carbondesignsystem.com,2841,842
react.carbondesignsystem.com,2057,483
github.com,1485,319
ibm.com,233,42
DuckDuckGo,156,31
Bing,109,44
v10.carbondesignsystem.com,102,37
github.ibm.com,70,36
chatgpt.com,70,26
