time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-25 00:00:00+00:00,1257,128,2132,542
2026-02-26 00:00:00+00:00,1295,141,2226,535
2026-02-27 00:00:00+00:00,1285,86,2117,439
2026-02-28 00:00:00+00:00,276,133,669,199
2026-03-01 00:00:00+00:00,934,107,439,186
2026-03-02 00:00:00+00:00,1829,176,2407,526
2026-03-03 00:00:00+00:00,879,86,1906,470
2026-03-04 00:00:00+00:00,2281,142,1669,469
2026-03-05 00:00:00+00:00,1760,235,2051,409
2026-03-06 00:00:00+00:00,1649,218,1939,429
2026-03-07 00:00:00+00:00,1041,217,773,201
2026-03-08 00:00:00+00:00,291,115,964,246
2026-03-09 00:00:00+00:00,943,132,2138,444
2026-03-10 00:00:00+00:00,1497,127,2586,567
