url_path,views_total,views_unique
/carbon-design-system/carbon,2697,1344
/carbon-design-system/carbon/tree/main/packages/react,1974,670
/carbon-design-system/carbon/tree/main/packages,1142,295
/carbon-design-system/carbon/issues,969,248
/carbon-design-system/carbon/tree/main/packages/react/src/components,841,229
/carbon-design-system/carbon/pulls,544,81
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,537,140
/carbon-design-system/carbon/tree/v10/packages/react,505,253
/carbon-design-system/carbon/tree/main/packages/react/src,499,180
/carbon-design-system/carbon/tree/v10/packages/icons,431,179
