referrer,views_total,views_unique
Google,4481,1558
react.carbondesignsystem.com,2906,557
carbondesignsystem.com,2901,1030
github.com,1730,391
ibm.com,502,85
v10.carbondesignsystem.com,122,33
Bing,105,31
mail.google.com,98,54
github.ibm.com,93,57
npmjs.com,83,34
