referrer,views_total,views_unique
Google,4944,1484
carbondesignsystem.com,2865,798
react.carbondesignsystem.com,2145,468
github.com,1419,198
ibm.com,270,68
web-components.carbondesignsystem.com,204,10
github.ibm.com,96,36
DuckDuckGo,87,30
npmjs.com,72,29
chatgpt.com,69,25
