url_path,views_total,views_unique
/carbon-design-system/carbon,2361,1366
/carbon-design-system/carbon/pulls,1301,123
/carbon-design-system/carbon/issues,1113,296
/carbon-design-system/carbon/tree/main/packages/react,967,640
/carbon-design-system/carbon/tree/main/packages,437,262
/carbon-design-system/carbon/tree/main/packages/web-components,330,224
/carbon-design-system/carbon/tree/main/packages/icons,295,186
/carbon-design-system/carbon/releases,252,112
/carbon-design-system/carbon/tree/main/packages/react/src/components,240,136
/carbon-design-system/carbon/tree/main/packages/react/src,161,110
