time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-30 00:00:00+00:00,13,9,216,82
2025-12-01 00:00:00+00:00,1403,176,2226,536
2025-12-02 00:00:00+00:00,679,125,1881,491
2025-12-03 00:00:00+00:00,1484,218,1984,571
2025-12-04 00:00:00+00:00,627,114,2671,641
2025-12-05 00:00:00+00:00,344,75,2955,492
2025-12-06 00:00:00+00:00,104,30,1507,236
2025-12-07 00:00:00+00:00,189,34,1181,232
2025-12-08 00:00:00+00:00,518,92,1878,485
2025-12-09 00:00:00+00:00,324,61,2390,481
2025-12-10 00:00:00+00:00,982,123,2515,450
2025-12-11 00:00:00+00:00,469,65,2657,532
2025-12-12 00:00:00+00:00,676,89,1724,425
2025-12-13 00:00:00+00:00,470,65,641,168
2025-12-14 00:00:00+00:00,329,54,220,67
