time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-07 00:00:00+00:00,314.0,38.0,1061,202
2025-08-08 00:00:00+00:00,2122.0,159.0,2847,522
2025-08-09 00:00:00+00:00,981.0,36.0,621,193
2025-08-10 00:00:00+00:00,537.0,40.0,488,146
2025-08-11 00:00:00+00:00,1873.0,152.0,2991,535
2025-08-12 00:00:00+00:00,3705.0,176.0,3129,593
2025-08-13 00:00:00+00:00,814.0,146.0,3121,570
2025-08-14 00:00:00+00:00,60.0,11.0,2466,536
2025-08-15 00:00:00+00:00,,,1672,349
2025-08-16 00:00:00+00:00,,,482,184
2025-08-17 00:00:00+00:00,,,380,143
2025-08-18 00:00:00+00:00,,,2588,545
2025-08-19 00:00:00+00:00,,,1771,356
2025-08-20 00:00:00+00:00,,,817,233
2025-08-21 00:00:00+00:00,,,1698,372
