url_path,views_total,views_unique
/carbon-design-system/carbon,1775,1039
/carbon-design-system/carbon/pulls,1132,97
/carbon-design-system/carbon/issues,970,228
/carbon-design-system/carbon/tree/main/packages/react,822,550
/carbon-design-system/carbon/tree/main/packages,309,172
/carbon-design-system/carbon/tree/main/packages/web-components,277,180
/carbon-design-system/carbon/tree/main/packages/icons,256,187
/carbon-design-system/carbon/tree/main/packages/react/src/components,158,108
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,153,74
/carbon-design-system/carbon/tree/main/packages/react/src/components/UIShell,146,92
