time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-15 00:00:00+00:00,228,4,1607,230
2024-08-16 00:00:00+00:00,404,11,4985,558
2024-08-17 00:00:00+00:00,93,9,738,172
2024-08-18 00:00:00+00:00,2,2,984,140
2024-08-19 00:00:00+00:00,787,10,4429,674
2024-08-20 00:00:00+00:00,392,14,5132,734
2024-08-21 00:00:00+00:00,388,14,4497,640
2024-08-22 00:00:00+00:00,419,13,4194,662
2024-08-23 00:00:00+00:00,623,19,3723,552
2024-08-24 00:00:00+00:00,150,12,1434,158
2024-08-25 00:00:00+00:00,95,10,931,168
2024-08-26 00:00:00+00:00,442,11,3998,613
2024-08-27 00:00:00+00:00,473,16,4636,656
2024-08-28 00:00:00+00:00,648,14,5493,637
2024-08-29 00:00:00+00:00,223,4,2353,338
