referrer,views_total,views_unique
Google,3004,1176
carbondesignsystem.com,2482,774
react.carbondesignsystem.com,2276,490
github.com,1384,231
ibm.com,257,56
web-components.carbondesignsystem.com,184,52
chatgpt.com,147,50
DuckDuckGo,132,23
Bing,119,35
github.ibm.com,85,31
