url_path,views_total,views_unique
/carbon-design-system/carbon,1451,1013
/carbon-design-system/carbon/issues,520,179
/carbon-design-system/carbon/tree/main/packages/react,411,359
/carbon-design-system/carbon/pulls,360,68
/carbon-design-system/carbon/commits,234,23
/carbon-design-system/carbon/tree/main/packages/icons,165,122
/carbon-design-system/carbon/tree/main/packages/web-components,148,118
/carbon-design-system/carbon/tree/main/packages,145,103
/carbon-design-system/carbon/releases,99,63
/carbon-design-system/carbon/blame/main/packages/icons/src/svg/32,92,1
