referrer,views_total,views_unique
github.com,3052,620
carbondesignsystem.com,2003,709
Google,1385,664
react.carbondesignsystem.com,1039,241
iconsear.ch,137,76
chatgpt.com,107,46
ibm.com,90,32
teams.public.onecdn.static.microsoft,84,43
Bing,80,41
preview.carbondesignsystem.com,66,37
