time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-08 00:00:00+00:00,545,59,446,159
2026-02-09 00:00:00+00:00,1780,115,2919,490
2026-02-10 00:00:00+00:00,1457,108,2367,516
2026-02-11 00:00:00+00:00,1905,172,3020,448
2026-02-12 00:00:00+00:00,1507,138,3599,498
2026-02-13 00:00:00+00:00,1406,170,1497,322
2026-02-14 00:00:00+00:00,1122,67,548,178
2026-02-15 00:00:00+00:00,828,61,578,170
2026-02-16 00:00:00+00:00,759,99,1133,280
2026-02-17 00:00:00+00:00,908,118,1810,412
2026-02-18 00:00:00+00:00,646,77,2612,533
2026-02-19 00:00:00+00:00,1487,85,1994,411
2026-02-20 00:00:00+00:00,936,64,1824,417
2026-02-21 00:00:00+00:00,3152,63,891,407
