time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-05 00:00:00+00:00,224,48,674,170
2025-09-06 00:00:00+00:00,130,40,691,181
2025-09-07 00:00:00+00:00,304,61,571,160
2025-09-08 00:00:00+00:00,691,96,2284,535
2025-09-09 00:00:00+00:00,1195,140,2815,548
2025-09-10 00:00:00+00:00,1124,119,2923,676
2025-09-11 00:00:00+00:00,763,102,2473,573
2025-09-12 00:00:00+00:00,522,89,2269,470
2025-09-13 00:00:00+00:00,102,50,550,213
2025-09-14 00:00:00+00:00,100,51,853,210
2025-09-15 00:00:00+00:00,1145,118,2229,508
2025-09-16 00:00:00+00:00,499,102,2015,510
2025-09-17 00:00:00+00:00,4022,143,2211,574
2025-09-18 00:00:00+00:00,957,145,2284,589
2025-09-19 00:00:00+00:00,159,61,911,264
