time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-15 00:00:00+00:00,439,36,2024,248
2024-04-16 00:00:00+00:00,400,52,5098,717
2024-04-17 00:00:00+00:00,372,52,4953,687
2024-04-18 00:00:00+00:00,285,40,5307,697
2024-04-19 00:00:00+00:00,297,41,4313,597
2024-04-20 00:00:00+00:00,68,14,1567,162
2024-04-21 00:00:00+00:00,91,20,1008,174
2024-04-22 00:00:00+00:00,388,43,5310,650
2024-04-23 00:00:00+00:00,403,50,4493,679
2024-04-24 00:00:00+00:00,511,54,4348,632
2024-04-25 00:00:00+00:00,489,48,4975,635
2024-04-26 00:00:00+00:00,310,35,3854,508
2024-04-27 00:00:00+00:00,21,6,1120,148
2024-04-28 00:00:00+00:00,29,13,2781,177
2024-04-29 00:00:00+00:00,124,19,1752,323
