referrer,views_total,views_unique
Google,3995,1411
carbondesignsystem.com,2882,904
react.carbondesignsystem.com,2748,553
github.com,2344,509
web-components.carbondesignsystem.com,315,62
ibm.com,276,78
github.ibm.com,209,83
chatgpt.com,166,50
Bing,142,45
v10.carbondesignsystem.com,73,25
