time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-06 00:00:00+00:00,515,57,1162,246
2025-05-07 00:00:00+00:00,779,90,3473,629
2025-05-08 00:00:00+00:00,641,76,3422,639
2025-05-09 00:00:00+00:00,422,56,2415,533
2025-05-10 00:00:00+00:00,140,27,531,173
2025-05-11 00:00:00+00:00,61,28,530,153
2025-05-12 00:00:00+00:00,486,62,2696,587
2025-05-13 00:00:00+00:00,364,67,2643,579
2025-05-14 00:00:00+00:00,924,119,3087,751
2025-05-15 00:00:00+00:00,559,74,3364,712
2025-05-16 00:00:00+00:00,636,83,2295,550
2025-05-17 00:00:00+00:00,123,29,820,194
2025-05-18 00:00:00+00:00,70,39,778,160
2025-05-19 00:00:00+00:00,1308,138,2616,520
2025-05-20 00:00:00+00:00,525,69,1688,368
