time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-27 00:00:00+00:00,10,4,223,60
2024-01-28 00:00:00+00:00,31,15,1211,174
2024-01-29 00:00:00+00:00,343,35,5490,690
2024-01-30 00:00:00+00:00,396,39,4983,640
2024-01-31 00:00:00+00:00,389,38,5695,697
2024-02-01 00:00:00+00:00,338,45,5339,694
2024-02-02 00:00:00+00:00,195,32,4514,665
2024-02-03 00:00:00+00:00,36,7,1436,208
2024-02-04 00:00:00+00:00,31,13,1775,213
2024-02-05 00:00:00+00:00,517,55,4406,669
2024-02-06 00:00:00+00:00,684,67,6432,731
2024-02-07 00:00:00+00:00,434,39,5853,710
2024-02-08 00:00:00+00:00,462,43,5756,617
2024-02-09 00:00:00+00:00,138,20,4696,562
2024-02-10 00:00:00+00:00,12,4,487,78
