referrer,views_total,views_unique
Google,4114,1497
carbondesignsystem.com,2933,927
react.carbondesignsystem.com,2933,571
github.com,2423,513
web-components.carbondesignsystem.com,324,66
ibm.com,268,74
github.ibm.com,208,81
chatgpt.com,164,54
Bing,143,44
v10.carbondesignsystem.com,77,27
