referrer,views_total,views_unique
Google,6241,2583
carbondesignsystem.com,4169,1176
github.com,1753,322
react.carbondesignsystem.com,1243,330
ibm.com,398,103
v10.carbondesignsystem.com,294,48
next.carbondesignsystem.com,169,43
npmjs.com,158,47
github.ibm.com,112,44
Bing,102,20
