referrer,views_total,views_unique
carbondesignsystem.com,1367,567
github.com,1153,309
Google,1145,551
react.carbondesignsystem.com,740,251
ibm.com,146,30
Bing,109,52
iconsear.ch,92,52
chatgpt.com,77,29
web-components.carbondesignsystem.com,75,21
search.brave.com,45,14
