time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-18 00:00:00+00:00,2,2,304,90
2023-03-19 00:00:00+00:00,10,8,702,169
2023-03-20 00:00:00+00:00,336,20,3534,677
2023-03-21 00:00:00+00:00,659,26,4191,752
2023-03-22 00:00:00+00:00,628,21,3932,735
2023-03-23 00:00:00+00:00,474,26,3674,735
2023-03-24 00:00:00+00:00,165,16,2661,680
2023-03-25 00:00:00+00:00,49,8,803,175
2023-03-26 00:00:00+00:00,18,14,821,197
2023-03-27 00:00:00+00:00,200,17,3310,698
2023-03-28 00:00:00+00:00,210,14,3422,745
2023-03-29 00:00:00+00:00,247,13,3335,761
2023-03-30 00:00:00+00:00,483,24,3795,684
2023-03-31 00:00:00+00:00,485,20,2729,594
2023-04-01 00:00:00+00:00,20,8,282,84
