url_path,views_total,views_unique
/carbon-design-system/carbon,2178,1174
/carbon-design-system/carbon/pulls,1709,96
/carbon-design-system/carbon/issues,1090,264
/carbon-design-system/carbon/tree/main/packages/react,935,533
/carbon-design-system/carbon/tree/main/packages,406,224
/carbon-design-system/carbon/tree/main/packages/web-components,317,220
/carbon-design-system/carbon/tree/main/packages/icons,273,189
/carbon-design-system/carbon/tree/main/packages/react/src/components,236,144
/carbon-design-system/carbon/releases,201,103
/carbon-design-system/carbon/tree/main/packages/react/src/components/UIShell,176,87
