time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-02 00:00:00+00:00,532,74,672,162
2026-05-03 00:00:00+00:00,196,65,618,157
2026-05-04 00:00:00+00:00,1162,128,1578,391
2026-05-05 00:00:00+00:00,1571,144,1700,367
2026-05-06 00:00:00+00:00,1413,202,1604,344
2026-05-07 00:00:00+00:00,2342,169,1386,373
2026-05-08 00:00:00+00:00,1453,150,1355,316
2026-05-09 00:00:00+00:00,1273,111,617,261
2026-05-10 00:00:00+00:00,718,79,472,171
2026-05-11 00:00:00+00:00,2422,250,1397,398
2026-05-12 00:00:00+00:00,1930,177,1147,353
2026-05-13 00:00:00+00:00,7291,697,1377,414
2026-05-14 00:00:00+00:00,1586,244,1215,355
2026-05-15 00:00:00+00:00,1366,178,1491,397
