referrer,views_total,views_unique
carbondesignsystem.com,7650,932
Google,6545,2073
react.carbondesignsystem.com,3371,367
github.com,2928,380
ibm.com,676,93
v10.carbondesignsystem.com,416,62
github.ibm.com,295,68
DuckDuckGo,257,22
npmjs.com,248,28
Bing,192,41
