url_path,views_total,views_unique
/carbon-design-system/carbon,1942,1122
/carbon-design-system/carbon/tree/main/packages/react,1087,674
/carbon-design-system/carbon/commits,812,11
/carbon-design-system/carbon/pulls,550,83
/carbon-design-system/carbon/issues,474,209
/carbon-design-system/carbon/tree/main/packages,383,232
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,366,147
/carbon-design-system/carbon/tree/main/packages/web-components,311,214
/carbon-design-system/carbon/tree/main/packages/icons,298,191
/carbon-design-system/carbon/tree/main/packages/react/src/components,224,132
