url_path,views_total,views_unique
/carbon-design-system/carbon,2192,1345
/carbon-design-system/carbon/pulls,856,111
/carbon-design-system/carbon/issues,734,239
/carbon-design-system/carbon/tree/main/packages/react,494,349
/carbon-design-system/carbon/commits,359,183
/carbon-design-system/carbon/tree/main/packages,245,143
/carbon-design-system/carbon/tree/main/packages/web-components,209,175
/carbon-design-system/carbon/tree/main/packages/icons,144,122
/carbon-design-system/carbon/releases,135,60
/carbon-design-system/carbon/tree/main,125,80
