time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-05 00:00:00+00:00,776,101,2172,423
2026-01-06 00:00:00+00:00,979,130,2900,699
2026-01-07 00:00:00+00:00,667,90,2472,531
2026-01-08 00:00:00+00:00,302,51,1732,457
2026-01-09 00:00:00+00:00,317,47,1728,407
2026-01-10 00:00:00+00:00,32,15,438,172
2026-01-11 00:00:00+00:00,86,43,616,218
2026-01-12 00:00:00+00:00,734,99,2280,520
2026-01-13 00:00:00+00:00,3644,116,2182,555
2026-01-14 00:00:00+00:00,5616,79,2226,543
2026-01-15 00:00:00+00:00,1090,110,2398,516
2026-01-16 00:00:00+00:00,624,71,1890,454
2026-01-17 00:00:00+00:00,81,29,1141,272
2026-01-18 00:00:00+00:00,449,42,899,259
