time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-13 00:00:00+00:00,138,29,1015,231
2025-05-14 00:00:00+00:00,924,119,3087,751
2025-05-15 00:00:00+00:00,559,74,3364,712
2025-05-16 00:00:00+00:00,636,83,2295,550
2025-05-17 00:00:00+00:00,123,29,820,194
2025-05-18 00:00:00+00:00,70,39,778,160
2025-05-19 00:00:00+00:00,1308,138,2616,520
2025-05-20 00:00:00+00:00,1914,154,3276,594
2025-05-21 00:00:00+00:00,1232,137,3097,639
2025-05-22 00:00:00+00:00,711,93,3213,651
2025-05-23 00:00:00+00:00,426,65,2125,527
2025-05-24 00:00:00+00:00,59,28,1757,174
2025-05-25 00:00:00+00:00,78,26,667,181
2025-05-26 00:00:00+00:00,335,56,1803,467
2025-05-27 00:00:00+00:00,180,34,1222,312
