time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-18 00:00:00+00:00,333,55,1016,214
2025-08-19 00:00:00+00:00,1003,131,1575,320
2025-08-20 00:00:00+00:00,1524,125,2871,552
2025-08-21 00:00:00+00:00,1227,87,3264,606
2025-08-22 00:00:00+00:00,628,67,1921,491
2025-08-23 00:00:00+00:00,182,36,614,206
2025-08-24 00:00:00+00:00,249,63,784,168
2025-08-25 00:00:00+00:00,1117,118,2456,523
2025-08-26 00:00:00+00:00,1489,139,2815,557
2025-08-27 00:00:00+00:00,1599,103,3625,481
2025-08-28 00:00:00+00:00,621,84,2078,519
2025-08-29 00:00:00+00:00,261,51,1666,398
2025-08-30 00:00:00+00:00,766,63,457,231
2025-08-31 00:00:00+00:00,340,40,607,156
2025-09-01 00:00:00+00:00,665,70,1176,279
