url_path,views_total,views_unique
/carbon-design-system/carbon,2346,1370
/carbon-design-system/carbon/pulls,1359,89
/carbon-design-system/carbon/issues,1155,254
/carbon-design-system/carbon/tree/main/packages/react,1131,724
/carbon-design-system/carbon/tree/main/packages,390,239
/carbon-design-system/carbon/tree/main/packages/web-components,354,250
/carbon-design-system/carbon/tree/main/packages/icons,349,236
/carbon-design-system/carbon/releases,279,121
/carbon-design-system/carbon/tree/main/packages/react/src/components,230,138
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,191,109
