url_path,views_total,views_unique
/carbon-design-system/carbon,1608,1078
/carbon-design-system/carbon/pulls,592,73
/carbon-design-system/carbon/issues,501,149
/carbon-design-system/carbon/tree/main/packages/react,455,374
/carbon-design-system/carbon/tree/main/packages,188,119
/carbon-design-system/carbon/tree/main/packages/web-components,175,131
/carbon-design-system/carbon/tree/main/packages/icons,171,124
/carbon-design-system/carbon/commits,136,22
/carbon-design-system/carbon/releases,104,58
/carbon-design-system/carbon/tree/main/packages/icons/src/svg,104,58
