referrer,views_total,views_unique
Google,6335,2350
carbondesignsystem.com,4254,1039
github.com,2554,316
react.carbondesignsystem.com,1139,315
next.carbondesignsystem.com,350,55
ibm.com,342,90
npmjs.com,232,45
v7-react.carbondesignsystem.com,193,17
DuckDuckGo,173,27
v10.carbondesignsystem.com,128,45
