referrer,views_total,views_unique
Google,3606,1316
react.carbondesignsystem.com,3028,601
carbondesignsystem.com,2633,868
github.com,1628,229
web-components.carbondesignsystem.com,237,58
ibm.com,208,66
chatgpt.com,202,57
github.ibm.com,189,64
Bing,123,37
keep.google.com,120,1
