referrer,views_total,views_unique
Google,3696,1337
carbondesignsystem.com,2707,848
react.carbondesignsystem.com,2449,519
github.com,1788,238
ibm.com,242,61
web-components.carbondesignsystem.com,212,49
Bing,183,41
chatgpt.com,158,61
github.ibm.com,144,69
v10.carbondesignsystem.com,104,24
