url_path,views_total,views_unique
/carbon-design-system/carbon,803,480
/carbon-design-system/carbon/pulls,678,52
/carbon-design-system/carbon/issues,425,108
/carbon-design-system/carbon/tree/main/packages/react,355,231
/carbon-design-system/carbon/tree/main/packages,146,94
/carbon-design-system/carbon/pull/20144,111,17
/carbon-design-system/carbon/tree/main/packages/icons,102,65
/carbon-design-system/carbon/tree/main/packages/web-components,98,74
/carbon-design-system/carbon/pull/20154,88,25
/carbon-design-system/carbon/pull/20218,72,16
