referrer,views_total,views_unique
carbondesignsystem.com,8234,1049
Google,6406,1837
react.carbondesignsystem.com,2452,340
github.com,2030,265
ibm.com,597,85
npmjs.com,462,40
v10.carbondesignsystem.com,402,66
v7-react.carbondesignsystem.com,285,50
Bing,263,33
DuckDuckGo,168,16
