time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-27 00:00:00+00:00,167,7,1501,292
2025-01-28 00:00:00+00:00,922,16,2923,620
2025-01-29 00:00:00+00:00,1429,22,3254,637
2025-01-30 00:00:00+00:00,3111,50,2724,625
2025-01-31 00:00:00+00:00,537,62,2677,504
2025-02-01 00:00:00+00:00,45,19,568,167
2025-02-02 00:00:00+00:00,43,18,475,155
2025-02-03 00:00:00+00:00,590,76,2565,620
2025-02-04 00:00:00+00:00,497,74,2458,625
2025-02-05 00:00:00+00:00,426,56,2789,656
2025-02-06 00:00:00+00:00,2243,53,3306,583
2025-02-07 00:00:00+00:00,319,47,2198,517
2025-02-08 00:00:00+00:00,128,26,529,156
2025-02-09 00:00:00+00:00,40,22,378,149
2025-02-10 00:00:00+00:00,144,23,1169,308
