url_path,views_total,views_unique
/carbon-design-system/carbon,2022,1164
/carbon-design-system/carbon/tree/main/packages/react,1050,648
/carbon-design-system/carbon/commits,680,8
/carbon-design-system/carbon/pulls,589,90
/carbon-design-system/carbon/issues,511,207
/carbon-design-system/carbon/tree/main/packages,367,228
/carbon-design-system/carbon/blob/main/docs/migration/v11.md,355,151
/carbon-design-system/carbon/tree/main/packages/web-components,319,221
/carbon-design-system/carbon/tree/main/packages/icons,301,184
/carbon-design-system/carbon/tree/main/packages/react/src/components,226,129
