time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-16 00:00:00+00:00,290,33,1920,291
2023-10-17 00:00:00+00:00,597,66,5395,708
2023-10-18 00:00:00+00:00,840,79,5112,650
2023-10-19 00:00:00+00:00,699,74,4921,707
2023-10-20 00:00:00+00:00,837,89,5143,554
2023-10-21 00:00:00+00:00,46,23,1436,207
2023-10-22 00:00:00+00:00,60,20,1478,164
2023-10-23 00:00:00+00:00,584,68,4681,640
2023-10-24 00:00:00+00:00,385,44,4785,637
2023-10-25 00:00:00+00:00,586,72,4956,741
2023-10-26 00:00:00+00:00,1145,97,5021,708
2023-10-27 00:00:00+00:00,243,40,4497,589
2023-10-28 00:00:00+00:00,88,19,1227,162
2023-10-29 00:00:00+00:00,26,13,1509,207
2023-10-30 00:00:00+00:00,63,14,2040,324
