time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-01 00:00:00+00:00,2,1,321,76
2024-12-02 00:00:00+00:00,223,12,2308,541
2024-12-03 00:00:00+00:00,551,19,2810,546
2024-12-04 00:00:00+00:00,552,15,2733,537
2024-12-05 00:00:00+00:00,417,12,2558,553
2024-12-06 00:00:00+00:00,249,10,2020,465
2024-12-07 00:00:00+00:00,11,6,472,135
2024-12-08 00:00:00+00:00,8,5,538,133
2024-12-09 00:00:00+00:00,911,17,2958,586
2024-12-10 00:00:00+00:00,845,15,2915,622
2024-12-11 00:00:00+00:00,460,17,2818,581
2024-12-12 00:00:00+00:00,240,10,2402,543
2024-12-13 00:00:00+00:00,136,7,1564,412
2024-12-14 00:00:00+00:00,11,4,395,137
2024-12-15 00:00:00+00:00,10,4,200,46
