referrer,views_total,views_unique
carbondesignsystem.com,7239,970
Google,7136,2071
react.carbondesignsystem.com,3460,368
github.com,1971,325
ibm.com,1175,98
v10.carbondesignsystem.com,571,84
npmjs.com,331,53
v7-react.carbondesignsystem.com,295,63
Bing,204,42
DuckDuckGo,179,31
