time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-09 00:00:00+00:00,118,23,777,177
2025-05-10 00:00:00+00:00,140,27,531,173
2025-05-11 00:00:00+00:00,61,28,530,153
2025-05-12 00:00:00+00:00,486,62,2696,587
2025-05-13 00:00:00+00:00,364,67,2643,579
2025-05-14 00:00:00+00:00,924,119,3087,751
2025-05-15 00:00:00+00:00,559,74,3364,712
2025-05-16 00:00:00+00:00,636,83,2295,550
2025-05-17 00:00:00+00:00,123,29,820,194
2025-05-18 00:00:00+00:00,70,39,778,160
2025-05-19 00:00:00+00:00,1308,138,2616,520
2025-05-20 00:00:00+00:00,1914,154,3276,594
2025-05-21 00:00:00+00:00,1232,137,3097,639
2025-05-22 00:00:00+00:00,711,93,3213,651
2025-05-23 00:00:00+00:00,110,27,1045,301
