time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-27 00:00:00+00:00,2734,249,2114,638
2026-08-28 00:00:00+00:00,5188,192,2024,563
2026-08-29 00:00:00+00:00,992,106,678,287
2026-08-30 00:00:00+00:00,1520,312,836,352
2026-08-31 00:00:00+00:00,3380,445,1923,656
2026-09-01 00:00:00+00:00,1913,279,2077,583
2026-09-02 00:00:00+00:00,7760,395,2322,649
2026-09-03 00:00:00+00:00,18948,343,2067,635
2026-09-04 00:00:00+00:00,3229,355,2023,559
2026-09-05 00:00:00+00:00,846,254,853,333
2026-09-06 00:00:00+00:00,717,169,552,240
2026-09-07 00:00:00+00:00,7671,475,1244,422
2026-09-08 00:00:00+00:00,7224,357,1997,591
2026-09-09 00:00:00+00:00,2801,291,2439,635
