url_path,views_total,views_unique
/carbon-design-system/carbon,2323,1294
/carbon-design-system/carbon/pulls,1048,89
/carbon-design-system/carbon/issues,793,185
/carbon-design-system/carbon/tree/main/packages/react,692,498
/carbon-design-system/carbon/tree/main/packages,281,182
/carbon-design-system/carbon/tree/main/packages/icons,230,165
/carbon-design-system/carbon/tree/main/packages/web-components,213,160
/carbon-design-system/carbon/tree/main,158,96
/carbon-design-system/carbon/releases,143,83
/carbon-design-system/carbon/tree/main/packages/icons/src/svg,137,91
